,Discharge Date,value,y_pred
2066,2020-10-04,56.0,367.0
2067,2020-10-05,39.0,368.0
2068,2020-10-06,44.0,369.0
2069,2020-10-07,40.0,370.0
2070,2020-10-08,33.0,371.0
2071,2020-10-09,34.0,372.0
2072,2020-10-10,39.0,373.0
2073,2020-10-11,36.0,374.0
2074,2020-10-12,28.0,375.0
2075,2020-10-13,24.0,377.0
2076,2020-10-14,25.0,378.0
2077,2020-10-15,31.0,379.0
2078,2020-10-16,30.0,380.0
2079,2020-10-17,27.0,381.0
2080,2020-10-18,19.0,382.0
2081,2020-10-19,21.0,383.0
2082,2020-10-20,23.0,384.0
2083,2020-10-21,19.0,385.0
2084,2020-10-22,20.0,386.0
2085,2020-10-23,12.0,387.0
2086,2020-10-24,15.0,389.0
2087,2020-10-25,11.0,390.0
2088,2020-10-26,6.0,391.0
2089,2020-10-27,8.0,392.0
2090,2020-10-28,6.0,393.0
2091,2020-10-29,5.0,394.0
2092,2020-10-30,5.0,395.0
2093,2020-11-02,1.0,396.0
2094,2020-11-03,2.0,397.0
2095,2020-11-04,8.0,398.0
2096,2020-11-05,11.0,399.0
2097,2020-11-06,10.0,400.0
2098,2020-11-07,10.0,402.0
2099,2020-11-08,11.0,403.0
2100,2020-11-09,9.0,404.0
2101,2020-11-10,6.0,405.0
2102,2020-11-11,20.0,406.0
2103,2020-11-12,22.0,407.0
2104,2020-11-13,19.0,408.0
2105,2020-11-14,23.0,409.0
2106,2020-11-15,29.0,410.0
2107,2020-11-16,23.0,411.0
2108,2020-11-17,42.0,412.0
2109,2020-11-18,31.0,414.0
2110,2020-11-19,29.0,415.0
2111,2020-11-20,30.0,416.0
2112,2020-11-21,39.0,417.0
2113,2020-11-22,31.0,418.0
2114,2020-11-23,46.0,419.0
2115,2020-11-24,32.0,420.0
2116,2020-11-25,34.0,421.0
2117,2020-11-26,59.0,422.0
2118,2020-11-27,45.0,423.0
2119,2020-11-28,46.0,424.0
2120,2020-11-29,45.0,425.0
2121,2020-11-30,54.0,427.0
2122,2020-12-01,49.0,428.0
2123,2020-12-02,57.0,429.0
2124,2020-12-03,50.0,430.0
2125,2020-12-04,78.0,431.0
2126,2020-12-05,79.0,432.0
2127,2020-12-06,81.0,433.0
2128,2020-12-07,79.0,434.0
2129,2020-12-08,97.0,435.0
2130,2020-12-09,102.0,436.0
2131,2020-12-10,109.0,437.0
2132,2020-12-11,92.0,438.0
2133,2020-12-12,109.0,440.0
2134,2020-12-13,120.0,441.0
2135,2020-12-14,119.0,442.0
2136,2020-12-15,122.0,443.0
2137,2020-12-16,136.0,444.0
2138,2020-12-17,153.0,445.0
2139,2020-12-18,152.0,446.0
2140,2020-12-19,145.0,447.0
2141,2020-12-20,177.0,448.0
2142,2020-12-21,169.0,449.0
2143,2020-12-22,159.0,450.0
2144,2020-12-23,193.0,452.0
2145,2020-12-24,195.0,453.0
2146,2020-12-25,196.0,454.0
2147,2020-12-26,191.0,455.0
2148,2020-12-27,194.0,456.0
2149,2020-12-28,195.0,457.0
2150,2020-12-29,208.0,458.0
2151,2020-12-30,193.0,459.0
2152,2020-12-31,210.0,460.0
2153,2021-01-01,218.0,461.0
2154,2021-01-02,209.0,462.0
2155,2021-01-03,196.0,463.0
2156,2021-01-04,187.0,465.0
2157,2021-01-05,180.0,466.0
2158,2021-01-06,162.0,467.0
2159,2021-01-07,154.0,468.0
2160,2021-01-08,172.0,469.0
2161,2021-01-09,128.0,470.0
2162,2021-01-10,135.0,471.0
2163,2021-01-11,129.0,472.0
2164,2021-01-12,120.0,473.0
2165,2021-01-13,89.0,474.0
2166,2021-01-14,100.0,475.0
2167,2021-01-15,103.0,477.0
2168,2021-01-16,,478.0
2169,2021-01-17,,479.0
2170,2021-01-18,,480.0
2171,2021-01-19,,481.0
2172,2021-01-20,,482.0
2173,2021-01-21,,483.0
2174,2021-01-22,,484.0
2175,2021-01-23,,485.0
2176,2021-01-24,,486.0
2177,2021-01-25,,487.0
2178,2021-01-26,,488.0
2179,2021-01-27,,490.0
2180,2021-01-28,,491.0
2181,2021-01-29,,492.0
2182,2021-01-30,,493.0
2183,2021-01-31,,494.0
2184,2021-02-01,,495.0
2185,2021-02-02,,496.0
2186,2021-02-03,,497.0
2187,2021-02-04,,498.0
2188,2021-02-05,,499.0
2189,2021-02-06,,500.0
2190,2021-02-07,,502.0
2191,2021-02-08,,503.0
2192,2021-02-09,,504.0
2193,2021-02-10,,505.0
2194,2021-02-11,,506.0
2195,2021-02-12,,507.0
2196,2021-02-13,,508.0
2197,2021-02-14,,509.0
2198,2021-02-15,,510.0
2199,2021-02-16,,511.0
2200,2021-02-17,,512.0
2201,2021-02-18,,513.0
2202,2021-02-19,,515.0
2203,2021-02-20,,516.0
2204,2021-02-21,,517.0
2205,2021-02-22,,518.0
2206,2021-02-23,,519.0
2207,2021-02-24,,520.0
2208,2021-02-25,,521.0
2209,2021-02-26,,522.0
2210,2021-02-27,,523.0
2211,2021-02-28,,524.0
2212,2021-03-01,,525.0
2213,2021-03-02,,527.0
2214,2021-03-03,,528.0
2215,2021-03-04,,529.0
2216,2021-03-05,,530.0
2217,2021-03-06,,531.0
